batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
34102,429981,"on a length, just outside off, Sharma lets it angle away into the keeper's gloves",1,0.1,0.01,0.1,0,0,0,0,0
34102,429981,left alone outside off again as Irfan pitches a little fuller,1,0.2,0.02,0.2,0,0,0,0,0
34102,429981,"first touch of bat on ball. Irfan bowls at 142ks, just outside off, and Sharma defends from the crease",1,0.3,0.03,0.3,0,0,153,183,6
34102,429981,"first runs. First bits of anxiety. Sharma opens the face on this, gets it square of third man, looks for a non-existent second, and luckily he has slipped a touch. He then turns down the second that was never on",1,0.4,0.04,0.4,1,1,69,94,7
28235,429981,"Dhawan off the mark right away. On a length, outside off, Dhawan opens the face fort a single to third man",1,0.5,0.05,0.5,1,1,292,75,2
34102,429981,"some seam for Irfan. From a length, just outside off, beats the edge on the defensive push. Akmal fumbles. Good job Sharma hadn't edged it then",1,0.6,0.06,0.6,0,0,0,0,0
28235,317252,"<b>great typical Pakistani drama</b>. Sohail swings this one in. Middle and leg. Everybody thinks Dhawan has edged it on to the pad. Sohail is appealing for leg-before for pad first. He is signalling for the review, Misbah is telling him, ""Hang on I am the captain here."" The review has been disallowed by Misbah. Replays show it never hit the pad. Just the bat",1,1.1,1.01,1.1,0,0,201,206,4
28235,317252,"more swing, onto the pads, worked away for a single",1,1.2,1.02,1.2,1,1,50,115,7
34102,317252,"this one doesn't swing, and starts outside leg. So that will be a wide",1,1.3,1.03,1.3,0,1,0,0,0
34102,317252,"middle and leg, on a length, no swing, clipped away for one",1,1.3,1.04,1.3,1,1,259,160,2
28235,317252,strong square drive from Dhawan but he finds the man at point,1,1.4,1.05,1.4,0,0,251,165,2
28235,317252,"short of a length, just outside off, left alone",1,1.5,1.06,1.5,0,0,0,0,0
28235,317252,"on a length outside off, goes away with the angle, left alone",1,1.6,1.07,1.6,0,0,0,0,0
34102,429981,"full outside off, driven with an open face, gets a single to third man. Actually it is off the thick edge",1,2.1,2.01,2.1,1,1,63,86,7
28235,429981,"accurate, on off, defended with an open face",1,2.2,2.02,2.2,0,0,256,181,3
28235,429981,"lovely short ball by Irfan. At 138ks, angling in towards Dhawan's throat from just short of a length. Dhawan plays well. Drops his wrists. Sways out of its line. Akmal appeals. Out of enthusiasm and not conviction",1,2.3,2.03,2.3,0,0,0,0,0
28235,429981,into the hips now. Dhawan stabs at it and keeps it down,1,2.4,2.04,2.4,0,0,126,136,7
28235,429981,"<b>Dhawan survives</b>. Steep bounce from just short of a length. Towards his chest. Dhawan's head falls back, he drops his wrists but fends at it. The thick edge goes wide of second slip",1,2.5,2.05,2.5,1,1,269,60,1
34102,429981,Sharma leaves alone a length ball outside off,1,2.6,2.06,2.6,0,0,0,0,0
28235,317252,"length ball, starts around off, swings in a little, defended in front of middle and leg",1,3.1,3.01,3.1,0,0,161,198,5
28235,317252,"looks to drive as he gets a bit of width outside off, but the gentle swing back cramps his drive up",1,3.2,3.02,3.2,0,0,237,197,3
28235,317252,"short, that's not his job, and Dhawan finds this trajectory easier. Gets a single wide of mid-on",1,3.3,3.03,3.3,1,1,120,243,5
34102,317252,"looks to work this length ball to leg, gets a thick leading edge. Soft hands mean it is kept down",1,3.4,3.04,3.4,1,1,119,199,6
28235,317252,"and he bowls short again. Sohail has been nervous. This is short at gentle pace, and allows Dhawan the width to cut this for the first boundary of the match",1,3.5,3.05,3.5,4,4,350,148,2
28235,317252,"gets away with this one. Full, on the pads, but Dhawan is early into the flick and is hit on the pad",1,3.6,3.06,3.6,0,0,0,0,0
34102,429981,"full, on the pads, Sharma flicks it elegantly. In the air but wide of midwicket. Races away to the boundary",1,4.1,4.01,4.1,4,4,350,220,3
34102,429981,"on a length, outside off, Sharma gets a stride in, and leaves it be",1,4.2,4.02,4.2,0,0,0,0,0
34102,429981,"short this time, just outside off, Sharma sways out of its line",1,4.3,4.03,4.3,0,0,0,0,0
