com,fow,out,ovr,how,p
"<b>gone first ball</b>, that's plumb from Mitchell Starc! Bell is trapped lbw right in front of the stumps, what a start from Starc. He swung the ball in from length, the seam facing leg slip, Bell wanted to defend without moving much and the ball came in to catch him right in front of the stumps. Boom!",0/1,9062,0.1,lbw b Starc 0 (1m 1b 0x4 0x6) SR: 0.00,Ian Bell
"oh, one more, Starc's struck twice in three balls! Another one swinging in towards the stumps, this was fuller compared to the one Bell got, Taylor went back in the crease to clip the ball on the leg side but was beaten by the movement and struck in front of leg stump. Wasn't as plumb as Bell, but looked out",0/2,297635,0.3,lbw b Starc 0 (2m 2b 0x4 0x6) SR: 0.00,James Taylor
"Cummins as well, he gets Joe Root, England 12 for 3. Cummins had been pitching those on drivable length outside off and it pays off. Root drove this length delivery and edged it straight to Watson at first slip for an easy catch, around waist height",12/3,303669,3.4,c Watson b Cummins 5 (15m 15b 1x4 0x6) SR: 33.33,Joe Root
"Moeen's gone, that's another big wicket! It was the back of length delivery from Faulkner, Glenn Maxwell had been placed in the deep on the off side as Moeen drove again on the up, didn't middle it and Maxi took an easy catch",33/4,8917,8.3,c Maxwell b Faulkner 22 (41m 21b 2x4 1x6) SR: 104.76,Moeen Ali
"another bowler has struck in his first over, Bopara gone this time! It was short outside off, Bopara went back and cut it straight to Maxwell at backward point for a straightforward catch",69/5,10582,15.3,c Maxwell b Doherty 13 (30m 18b 1x4 0x6) SR: 72.22,Ravi Bopara
"one more for Faulkner, he gets Buttler this time! Angled it across outside the off stump, Buttler drove it up and high in the air and Warner at sweeper cover took a couple of steps to take a simple catch",136/6,308967,34.4,c Warner b Faulkner 28 (68m 60b 0x4 0x6) SR: 46.66,Jos Buttler
"Woakes has given it away! Pretty innocuous delivery on middle and leg, Woakes went back and worked it to leg but in the air and straight to midwicket for an easy-peasy catch",168/7,247235,40.2,c Smith b Maxwell 8 (23m 13b 0x4 0x6) SR: 61.53,Chris Woakes
another one caught in the deep and Jordan has given it away. Short on middle and leg and Jordan pulled it straight to Maxwell at deep midwicket,224/8,288992,46.6,c Maxwell b Faulkner 17 (28m 21b 1x4 0x6) SR: 80.95,Chris Jordan
"another easy catch for Maxwell, this time Morgan's gone but after such a counter-attacking innings. He middled this short ball on middle stump with the pull but found Maxi at deep midwicket. What a fighting innings from the captain",234/9,24598,47.4,c Maxwell b Starc 121 (183m 136b 11x4 3x6) SR: 88.97,Eoin Morgan
"started the innings with a wicket, and ends with one too! He came round the wicket and darted a yorker right on the off stump, Finn missed it and was bowled first ball",234/10,210283,47.5, b Starc 0 (1m 1b 0x4 0x6) SR: 0.00,Steven Finn
