batid,bowlid,comm,inns,oa,ou,ovr,r,rt,x,y,z
226492,288284,"short of a length angling into the hips, Guptill misses the glance but the ball goes off his thigh past the keeper for a couple of legbyes",1,0.1,0.01,0.1,0,2,238,35,1
226492,288284,"a length ball pitching outside off stump and angling into the right-hander, Guptill stays back and steers to third man",1,0.2,0.02,0.2,1,1,110,46,8
37737,288284,"wait, wait, yes yes, that's the call from McCullum after going back and opening the face and pushing the length ball towards point, he wanted to see if the ball got past the diving fielder",1,0.3,0.03,0.3,1,1,68,85,7
226492,288284,"pushed on the front foot, towards mid on",1,0.4,0.04,0.4,0,0,217,250,4
226492,288284,"a length ball outside off, Guptill stays in his crease and punches to cover point",1,0.5,0.05,0.5,0,0,124,192,6
226492,288284,such a sedate first over from New Zealand! Guptill gets on the front foot and defends a good length ball. Hazlewood gave them no room or length to work with,1,0.6,0.06,0.6,0,0,134,147,7
37737,228622,"short of a length and outside off, that ball disappears to the point boundary, it burst through Maxwell's fingers as he reached for the catch over his head, that must have stung so much, McCullum absolutely hammered the cut shot, so harsh to call that a <b>dropped catch</b>",1,1.1,1.01,1.1,4,4,9,160,7
37737,228622,"the square boundary on the other side now, swivelling and pulling the short ball so flat and so hard, it was only a few metres to the left of the long leg fielder but he had no chance, a one-bounce four",1,1.2,1.02,1.2,4,4,348,132,2
37737,228622,steered behind point for a single,1,1.3,1.03,1.3,1,1,103,39,8
226492,228622,driven off the back foot to cover,1,1.4,1.04,1.4,0,0,120,203,6
226492,228622,"good length on off and middle stump, defended from the crease with a straight bat",1,1.5,1.05,1.5,0,0,172,198,5
226492,228622,tries to drive a good length ball from the crease as it nips into him a touch and gets an inside edge behind square leg,1,1.6,1.06,1.6,2,2,262,51,1
37737,288284,"clears his front foot to try and smash the ball down the ground, mis-timed it to mid-on, Hazlewood not giving him any width or length to hit. Seemed to hold his back a little after that shot",1,2.1,2.01,2.1,0,0,215,243,4
37737,288284,"shot! A nimble charge down the track and towards leg to convert the good length into a full one, he then frees his arms to launch the ball over the extra cover boundary with a fierce drive, inside-out and so balanced despite all the hectic movement",1,2.2,2.02,2.2,6,6,36,281,6
37737,288284,swipes across the line but can't beat midwicket,1,2.3,2.03,2.3,0,0,251,184,3
37737,288284,"driven hard and straight off the front foot, hits the bowler's legs",1,2.4,2.04,2.4,0,0,176,200,5
37737,288284,"catch it in the stands! McCullum gets on the front foot and swivels to hook the bouncer with a lightning quick swing of the bat, that's far over long leg",1,2.5,2.05,2.5,6,6,352,134,2
37737,288284,driven so hard towards cover where the fielder dives to his right in the circle to save the boundary,1,2.6,2.06,2.6,0,0,113,196,6
226492,228622,"good length around off stump, played back to the bowler with calm",1,3.1,3.01,3.1,0,0,161,203,5
226492,228622,"in the air towards short cover, just out of the reach of the fielder diving to his left, Guptill pushed away from his body at the ball and did not time it well",1,3.2,3.02,3.2,2,2,72,269,6
226492,228622,"good length just outside off, defended on the front foot",1,3.3,3.03,3.3,0,0,155,198,5
226492,228622,"good length with some room outside off, Guptill tries to pull but is beaten, he's not yet hit his stride today, has Guptill. But he can afford to take his time for a bit",1,3.4,3.04,3.4,0,0,0,0,0
226492,228622,"a fuller ball around off stump, played off the front foot to mid off",1,3.5,3.05,3.5,0,0,159,216,5
226492,228622,played off the pads towards square leg,1,3.6,3.06,3.6,0,0,246,194,3
37737,446548,"and Scott Boland goes back over his head, McCullum has planted his front foot forward and smashed a full ball far over the straight boundary with a blur of his bat",1,4.1,4.01,4.1,6,6,162,358,5
37737,446548,"bowled him! What a lift for Boland! McCullum charged him again but this time the length was not full and McCullum's swing connected with nothing, Boland hit the top of off stump. The fans at the Cake Tin rise to give McCullum a cheer as he walks off",1,4.2,4.02,4.2,0,0,0,0,0
277906,446548,"a cheer for his first run, Williamson dabbed it off the back foot to third man",1,4.3,4.03,4.3,1,1,131,29,8
226492,446548,punched to cover off the back foot,1,4.4,4.04,4.4,0,0,123,202,6
226492,446548,"good length on off and middle, played off the front foot to mid on",1,4.5,4.05,4.5,0,0,209,245,4
226492,446548,"good length again, a splendid comeback after that first ball six, Guptill moves forward and blocks",1,4.6,4.06,4.6,0,0,214,234,4
277906,228622,moves back and across to play a length ball towards cover,1,5.1,5.01,5.1,0,0,111,159,7
277906,228622,"a fuller ball outside off, Williamson strides forward and shoulders arms",1,5.2,5.02,5.2,0,0,0,0,0
277906,228622,"good length on a wicket to wicket line, Williamson gets behind it and defends",1,5.3,5.03,5.3,0,0,139,158,7
277906,228622,"he moves forward and across towards the off side and seemed to slip a little in his crease, and so Williamson let it go",1,5.4,5.04,5.4,0,0,0,0,0
277906,228622,"the bouncer, and Williamson ducks under it",1,5.5,5.05,5.5,0,0,0,0,0
277906,228622,"good length outside of stump, Williamson strides forward and shoulders arms, Hastings has bowled a maiden",1,5.6,5.06,5.6,0,0,0,0,0
226492,288284,"and Guptill drives a full ball firmly and low to the bowler's left, Hazlewood stoops to try and stop it but can't get down quickly enough, was that in the air? I think Hazlewood got fingertips on it, again it's a hard chance so a <b>tough drop</b>.",1,6.1,6.01,6.1,0,0,158,263,5
226492,288284,played to square leg,1,6.2,6.02,6.2,0,0,253,166,3
226492,288284,"punched off the back foot to cover point, really good lines and lengths today",1,6.3,6.03,6.3,0,0,113,180,6
226492,288284,"not that time, Guptill moves forward and to leg to make room and drove the full ball clean over long off with a powerful swing of the bat, first boundary for him today",1,6.4,6.04,6.4,4,4,126,348,5
226492,288284,"moves back and across to whip a good length ball through square leg but the length was not short enough, he gets hit on the thigh",1,6.5,6.05,6.5,0,0,157,153,7
226492,288284,"stays in his crease and thumps a short of a length ball through cover, not perfectly timed but still quick enough to beat two chasing fielders",1,6.6,6.06,6.6,4,4,19,243,6
277906,228622,"good length outside off, Williamson is in a watchful mood and he watchfully lets it go",1,7.1,7.01,7.1,0,0,0,0,0
277906,228622,"nothing watchful about this though! He lunges for a really wide one outside off, but it is so wide that he can't make contact with a rash swipe",1,7.2,7.02,7.2,0,1,0,0,0
277906,228622,"Williamson is a bit edgy today, Australia have given him nothing, bowling outside off with a packed field. Williamson flirts with a good length ball outside off and is beaten",1,7.2,7.03,7.2,0,0,0,0,0
277906,228622,"again the line is well outside off on a good length, they are giving him nothing straight to play on the leg, he bottom edges the ball close on the off side, was looking to play towards point",1,7.3,7.04,7.3,0,0,148,128,8
277906,228622,driven off the front foot towards cover,1,7.4,7.05,7.4,0,0,124,187,6
277906,228622,"this time there is more width on offer and the length is a bit shorter, Williamson cuts off the back foot behind point, but third man runs to his right and cuts off the boundary",1,7.5,7.06,7.5,1,1,78,69,7
226492,228622,"full and wide outside off, Guptill flays it towards the first point with a fierce square drive, Bailey gets behind the ball and stops it",1,7.6,7.07,7.6,0,0,110,181,6
277906,288284,"good length just outside off stump, defended on the front foot on the off side",1,8.1,8.01,8.1,0,0,134,137,7
277906,288284,moves forward to meet a full ball angling into him and pushes towards mid-on,1,8.2,8.02,8.2,0,0,197,257,4
277906,288284,"good length on a tight line just outside off, Williamson moves back and across towards the off side and dabs the ball gently towards leg. Wade came forward and collected the throw and took off the bails, not quite sure what was going on there, Wade was asking the square leg umpire something about where Williamson was",1,8.3,8.03,8.3,0,0,202,201,4
277906,288284,most of the fielders are on the off side so Williamson moves back and across quickly to pull a length ball through square leg,1,8.4,8.04,8.4,1,1,321,114,2
226492,288284,"full ball outside off, driven on the front foot to long off",1,8.5,8.05,8.5,1,1,107,320,5
277906,288284,cut off the back foot behind point,1,8.6,8.06,8.6,1,1,85,54,8
277906,446548,Williamson moves back and across to defend a good length ball,1,9.1,9.01,9.1,0,0,208,203,4
277906,446548,blocked off the back foot towards the off side,1,9.2,9.02,9.2,0,0,139,187,6
277906,446548,"Williamson adjusts to the off side plan, moving back and across to pull a short of a length ball through midwicket for his first boundary",1,9.3,9.03,9.3,4,4,352,188,3
277906,446548,"and he counters again, stepping down the track to hit the ball from a fuller length over mid-on, not timed perfectly but well enough ... it's a 6-3 off side field and Williamson is making the play to hit through the leg side",1,9.4,9.04,9.4,4,4,295,324,4
277906,446548,defended on the leg side,1,9.5,9.05,9.5,0,0,199,195,4
277906,446548,"wider outside off stump, played off the back foot to cover point",1,9.6,9.06,9.6,0,0,107,187,6
226492,379504,"that skidded on, keeping low on a wicket to wicket line, Guptill was shaping to pull but then had to hurry through the shot to avoid an lbw appeal",1,10.1,10.01,10.1,0,0,214,125,1
226492,379504,pushed off the front foot to long off,1,10.2,10.02,10.2,1,1,155,322,5
277906,379504,"a flatter ball outside off, Williamson goes back and pulls towards long on",1,10.3,10.03,10.3,1,1,226,331,4
226492,379504,"driven off the front foot through covers for two, a fuller length and Guptill came forward to meet it",1,10.4,10.04,10.4,2,2,92,315,5
226492,379504,strides out and drives a flighted ball along the ground through cover,1,10.5,10.05,10.5,1,1,91,292,5
277906,379504,"what a shot that is! The gap between short third man and backward point was so small but Williamson went back into his crease and found it with the most precise late cut you can hope to see. Such class, wasn't a bad ball at all",1,10.6,10.06,10.6,4,4,90,28,8
226492,446548,driven to long off for a single,1,11.1,11.01,11.1,1,1,132,319,5
277906,446548,"jumps back and across to whip a good length ball from off stump, can't get past midwicket",1,11.2,11.02,11.2,0,0,226,200,3
277906,446548,moves back and across again to work the ball off his hips to square leg,1,11.3,11.03,11.3,0,0,250,185,3
277906,446548,"Williamson moves across his crease towards the off side once again to flick a good length ball towards midwicket, there's no seam movement on offer to threaten the leading edge, can't find a gap",1,11.4,11.04,11.4,0,0,239,191,3
277906,446548,"played on the leg side again, taking the ball from outside off, once again he can't find the gap",1,11.5,11.05,11.5,0,0,219,189,3
277906,446548,"this time Boland is a little too straight, Williamson moves across and flicks towards backward square leg",1,11.6,11.06,11.6,2,2,329,128,2
226492,379504,driven back to the bowler from the crease,1,12.1,12.01,12.1,0,0,153,192,5
226492,379504,comes forward and drives the ball to long off,1,12.2,12.02,12.2,1,1,127,317,5
277906,379504,defended from the crease on the off side,1,12.3,12.03,12.3,0,0,130,193,6
277906,379504,"Williamson goes back and cuts late again, this time the fielder at backward point moves quickly to his left to field it",1,12.4,12.04,12.4,0,0,137,119,8
277906,379504,"steps out and works the ball to midwicket, Zampa isn't turning the ball much at all",1,12.5,12.05,12.5,0,0,205,218,4
277906,379504,"Warner runs a long way to his left from long off and slides, he got to the ball but lets it go through him for four! Williamson had come out of his crease to cover drive a full ball, made use of the width outside off",1,12.6,12.06,12.6,4,4,73,323,5
226492,446548,"a length ball on the pads, Guptill picks it up off the front foot and lofts it clean towards the wide long on boundary",1,13.1,13.01,13.1,4,4,303,312,4
226492,446548,driven off the front foot towards cover,1,13.2,13.02,13.2,0,0,220,244,4
226492,446548,stays in his crease and plays the ball to point,1,13.3,13.03,13.3,0,0,125,141,7
226492,446548,defended from the crease on the off side,1,13.4,13.04,13.4,0,0,129,210,6
226492,446548,moves back and across and turns the ball through square leg,1,13.5,13.05,13.5,1,1,325,189,3
277906,446548,"steps forward and outside leg stump and then adjusts because the length is not full enough to drive, Williamson waits and steers towards third man",1,13.6,13.06,13.6,1,1,66,75,7
277906,379504,nudged off the back foot on the leg side,1,14.1,14.01,14.1,1,1,247,159,2
226492,379504,"a full toss, Guptill hits it in the air but it falls short of long on",1,14.2,14.02,14.2,1,1,142,316,5
277906,379504,Williamson goes back to a good length ball and punches to long on,1,14.3,14.03,14.3,1,1,228,307,4
226492,379504,defended back to the bowler,1,14.4,14.04,14.4,0,0,199,205,4
226492,379504,"driven off the front foot to the bowler's left, Zampa dives to field",1,14.5,14.05,14.5,0,0,168,201,5
226492,379504,cut off the back foot to deep cover,1,14.6,14.06,14.6,1,1,42,191,6
226492,272450,"short ball at no real pace, Guptill meets it on the front foot and pulls to the deep midwicket boundary",1,15.1,15.01,15.1,4,4,350,245,3
226492,272450,"short of a length just outside off, Guptill tries to pull again but mis-times it to long off for a single",1,15.2,15.02,15.2,0,0,155,257,5
226492,272450,"a direct hit from midwicket after Guptill asks Williamson to wait, Warner had swooped on the push towards mid-on and under-armed it while diving",1,15.3,15.03,15.3,0,0,228,200,3
